# TBLASTX 2.5.0+
# Query: LC738870.1 MAG: Penaeus monodon majanivirus A Mikawa2016 DNA, complete genome
# Database: User specified sequence set (Input: PeseMJNV.fasta)
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 34062 hits found
LC738870.1	LC738873.1	96.934	848	26	0	224261	221718	224058	221515	0.0	1946
LC738870.1	LC738873.1	93.421	760	50	0	221723	224002	221520	223799	0.0	1586
LC738870.1	LC738873.1	93.786	692	43	0	202834	204909	201950	204025	0.0	1471
LC738870.1	LC738873.1	93.113	697	48	0	222192	224282	221989	224079	0.0	1445
LC738870.1	LC738873.1	97.104	656	19	0	127170	129137	121855	123822	0.0	1435
LC738870.1	LC738873.1	93.667	679	43	0	100008	97972	96119	94083	0.0	1429
LC738870.1	LC738873.1	96.885	610	19	0	140021	138192	134488	132659	0.0	1407
LC738870.1	LC738873.1	97.079	582	17	0	57887	56142	58128	56383	0.0	1387
LC738870.1	LC738873.1	91.395	674	58	0	204879	202858	203995	201974	0.0	1375
LC738870.1	LC738873.1	92.762	677	49	0	129144	127114	123829	121799	0.0	1346
LC738870.1	LC738873.1	94.833	600	31	0	259186	257387	258361	256562	0.0	1318
LC738870.1	LC738873.1	92.344	627	48	0	224248	222368	224045	222165	0.0	1309
LC738870.1	LC738873.1	91.946	596	48	0	49121	50908	49536	51323	0.0	1298
LC738870.1	LC738873.1	92.519	655	49	0	280040	278076	277766	275802	0.0	1279
LC738870.1	LC738873.1	92.630	597	44	0	50910	49120	51325	49535	0.0	1231
LC738870.1	LC738873.1	88.364	593	69	0	39408	41186	42228	44006	0.0	1225
LC738870.1	LC738873.1	94.972	537	27	0	34219	35829	37034	38644	0.0	1194
LC738870.1	LC738873.1	92.759	580	42	0	279865	278126	277591	275852	0.0	1186
LC738870.1	LC738873.1	94.526	548	30	0	138201	139844	132668	134311	0.0	1185
LC738870.1	LC738873.1	89.696	592	61	0	202847	204622	201963	203738	0.0	1172
LC738870.1	LC738873.1	94.340	530	30	0	10663	12252	11683	13272	0.0	1171
LC738870.1	LC738873.1	88.442	597	69	0	179461	177671	178347	176557	0.0	1164
LC738870.1	LC738873.1	95.968	496	20	0	63136	64623	63317	64804	0.0	1131
LC738870.1	LC738873.1	93.258	534	36	0	141543	143144	135950	137551	0.0	1126
LC738870.1	LC738873.1	95.221	544	26	0	56478	58109	56719	58350	0.0	1122
LC738870.1	LC738873.1	90.737	529	49	0	177399	178985	176285	177871	0.0	1120
LC738870.1	LC738873.1	89.174	545	59	0	35856	34222	38671	37037	0.0	1110
LC738870.1	LC738873.1	93.078	549	38	0	204622	202976	203738	202092	0.0	1108
LC738870.1	LC738873.1	90.794	554	51	0	35857	34196	38672	37011	0.0	1093
LC738870.1	LC738873.1	98.085	470	9	0	64623	63214	64804	63395	0.0	1088
LC738870.1	LC738873.1	91.461	527	45	0	12250	10670	13270	11690	0.0	1081
LC738870.1	LC738873.1	94.990	499	25	0	97960	99456	94071	95567	0.0	1079
LC738870.1	LC738873.1	89.165	563	61	0	205445	207133	204640	206328	0.0	1068
LC738870.1	LC738873.1	95.344	494	23	0	81991	80510	78293	76812	0.0	1047
LC738870.1	LC738873.1	95.536	448	20	0	167753	169096	165704	167047	0.0	1040
LC738870.1	LC738873.1	87.262	526	67	0	41001	39424	43821	42244	0.0	1039
LC738870.1	LC738873.1	91.057	492	44	0	12243	10768	13263	11788	0.0	1029
LC738870.1	LC738873.1	97.964	442	9	0	273847	275172	271660	272985	0.0	1026
LC738870.1	LC738873.1	93.182	484	33	0	158382	156931	156551	155100	0.0	1022
LC738870.1	LC738873.1	92.812	473	34	0	52559	51141	52950	51532	0.0	1021
LC738870.1	LC738873.1	96.339	437	16	0	161784	163094	159909	161219	0.0	1012
LC738870.1	LC738873.1	88.760	516	58	0	40970	39423	43790	42243	0.0	1005
LC738870.1	LC738873.1	96.622	444	15	0	86226	84895	81578	82909	0.0	1002
LC738870.1	LC738873.1	94.607	445	24	0	205944	207278	205139	206473	0.0	1001
LC738870.1	LC738873.1	91.054	503	45	0	18528	17020	19467	17959	0.0	979
LC738870.1	LC738873.1	90.769	520	48	0	10686	12245	11706	13265	0.0	973
LC738870.1	LC738873.1	93.908	476	29	0	98004	99431	94115	95542	0.0	967
LC738870.1	LC738873.1	95.870	460	19	0	222379	223758	222176	223555	0.0	966
LC738870.1	LC738873.1	94.989	439	22	0	169069	167753	167020	165704	0.0	965
LC738870.1	LC738873.1	95.381	433	20	0	91465	92763	87612	88910	0.0	942
LC738870.1	LC738873.1	94.048	420	25	0	179610	178351	178496	177237	0.0	934
LC738870.1	LC738873.1	94.923	453	23	0	275205	273847	273018	271660	0.0	931
LC738870.1	LC738873.1	95.128	431	21	0	84931	86223	82873	81581	0.0	925
LC738870.1	LC738873.1	94.253	435	25	0	172437	171133	170348	169044	0.0	919
LC738870.1	LC738873.1	90.719	431	40	0	128402	127110	123087	121795	0.0	916
LC738870.1	LC738873.1	92.399	421	32	0	52567	51305	52958	51696	0.0	902
LC738870.1	LC738873.1	94.379	427	24	0	127858	129138	122543	123823	0.0	901
LC738870.1	LC738873.1	98.454	388	6	0	104455	105618	100512	101675	0.0	898
LC738870.1	LC738873.1	86.083	503	70	0	22183	23691	23059	24567	0.0	894
LC738870.1	LC738873.1	95.833	432	18	0	57438	56143	57679	56384	0.0	894
LC738870.1	LC738873.1	92.727	440	32	0	51248	52567	51639	52958	0.0	892
LC738870.1	LC738873.1	97.423	388	10	0	242485	243648	242096	243259	0.0	892
LC738870.1	LC738873.1	96.486	370	13	0	32845	31736	35675	34566	0.0	884
LC738870.1	LC738873.1	96.618	414	14	0	163054	161813	161179	159938	0.0	877
LC738870.1	LC738873.1	96.606	383	13	0	147633	148781	142004	143152	0.0	874
LC738870.1	LC738873.1	94.853	408	21	0	242475	243698	242086	243309	0.0	874
LC738870.1	LC738873.1	94.213	432	25	0	278746	280041	276472	277767	0.0	873
LC738870.1	LC738873.1	96.623	385	13	0	105609	104455	101666	100512	0.0	869
LC738870.1	LC738873.1	94.279	402	23	0	84960	86165	82844	81639	0.0	866
LC738870.1	LC738873.1	93.467	398	26	0	142785	141592	137192	135999	0.0	863
LC738870.1	LC738873.1	94.402	393	22	0	242477	243655	242088	243266	0.0	858
LC738870.1	LC738873.1	90.766	444	41	0	171112	172443	169023	170354	0.0	856
LC738870.1	LC738873.1	96.834	379	12	0	228445	227309	228267	227131	0.0	853
LC738870.1	LC738873.1	92.519	401	30	0	207146	205944	206341	205139	0.0	852
LC738870.1	LC738873.1	95.052	384	19	0	148781	147630	143152	142001	0.0	851
LC738870.1	LC738873.1	89.078	412	45	0	23703	22468	24579	23344	0.0	851
LC738870.1	LC738873.1	71.790	553	156	0	21844	20186	22714	21056	0.0	842
LC738870.1	LC738873.1	94.686	414	22	0	207274	206033	206469	205228	0.0	834
LC738870.1	LC738873.1	84.910	391	59	0	1638	2810	2983	4155	0.0	824
LC738870.1	LC738873.1	92.612	379	28	0	226019	227155	225838	226974	0.0	822
LC738870.1	LC738873.1	94.215	363	21	0	119239	118151	114611	113523	0.0	819
LC738870.1	LC738873.1	86.747	415	55	0	39668	40912	42488	43732	0.0	815
LC738870.1	LC738873.1	95.592	363	16	0	243573	242485	243184	242096	0.0	812
LC738870.1	LC738873.1	96.114	386	15	0	104454	105611	100511	101668	0.0	802
LC738870.1	LC738873.1	88.863	422	47	0	10664	11929	11684	12949	0.0	801
LC738870.1	LC738873.1	97.256	328	9	0	7423	6440	8919	7936	0.0	787
LC738870.1	LC738873.1	91.272	401	35	0	157180	158382	155349	156551	0.0	786
LC738870.1	LC738873.1	92.424	396	30	0	172307	171120	170218	169031	0.0	782
LC738870.1	LC738873.1	90.746	389	36	0	158384	157218	156553	155387	0.0	782
LC738870.1	LC738873.1	95.531	358	16	0	227152	226079	226971	225898	0.0	781
LC738870.1	LC738873.1	95.190	395	19	0	35810	34626	38625	37441	0.0	781
LC738870.1	LC738873.1	96.119	335	13	0	228444	227440	228266	227262	0.0	780
LC738870.1	LC738873.1	87.798	377	46	0	80067	78937	76375	75245	0.0	780
LC738870.1	LC738873.1	89.038	447	49	0	40747	39407	43567	42227	0.0	775
LC738870.1	LC738873.1	99.068	322	3	0	146172	147137	140564	141529	0.0	773
LC738870.1	LC738873.1	95.957	371	15	0	227316	228428	227138	228250	0.0	771
LC738870.1	LC738873.1	91.914	371	30	0	227123	226011	226942	225830	0.0	770
LC738870.1	LC738873.1	92.935	368	26	0	31736	32839	34566	35669	0.0	766
LC738870.1	LC738873.1	95.082	366	18	0	6447	7544	7943	9040	0.0	765
LC738870.1	LC738873.1	95.072	345	17	0	228446	227412	228268	227234	0.0	765
LC738870.1	LC738873.1	93.539	356	23	0	119217	118150	114589	113522	0.0	760
LC738870.1	LC738873.1	95.906	342	14	0	231210	230185	230992	229967	0.0	752
LC738870.1	LC738873.1	91.914	371	30	0	7557	6445	9053	7941	0.0	752
LC738870.1	LC738873.1	95.368	367	17	0	31737	32837	34567	35667	0.0	752
LC738870.1	LC738873.1	95.652	322	14	0	147137	146172	141529	140564	0.0	751
LC738870.1	LC738873.1	98.750	320	4	0	275087	274128	272900	271941	0.0	750
LC738870.1	LC738873.1	92.288	389	30	0	103185	104351	99269	100435	0.0	749
LC738870.1	LC738873.1	91.247	377	33	0	32834	31704	35664	34534	0.0	749
LC738870.1	LC738873.1	91.622	370	31	0	226012	227121	225831	226940	0.0	747
LC738870.1	LC738873.1	95.509	334	15	0	227312	228313	227134	228135	0.0	745
LC738870.1	LC738873.1	91.922	359	29	0	159504	158428	157652	156576	0.0	745
LC738870.1	LC738873.1	86.472	377	51	0	78938	80068	75246	76376	0.0	742
LC738870.1	LC738873.1	90.503	358	34	0	96120	95047	92267	91194	0.0	741
LC738870.1	LC738873.1	95.975	323	13	0	38458	39426	41279	42247	0.0	739
LC738870.1	LC738873.1	91.477	352	30	0	159481	158426	157629	156574	0.0	738
LC738870.1	LC738873.1	95.726	351	15	0	280041	278989	277767	276715	0.0	736
LC738870.1	LC738873.1	92.011	363	29	0	257419	258507	256594	257682	0.0	735
LC738870.1	LC738873.1	83.418	392	65	0	2811	1636	4156	2981	0.0	731
LC738870.1	LC738873.1	92.676	355	26	0	86275	85211	81529	82593	0.0	730
LC738870.1	LC738873.1	94.675	338	18	0	227434	228447	227256	228269	0.0	730
LC738870.1	LC738873.1	98.095	315	6	0	147115	146171	141507	140563	0.0	719
LC738870.1	LC738873.1	95.666	323	14	0	146173	147141	140565	141533	0.0	718
LC738870.1	LC738873.1	95.413	327	15	0	167752	168732	165703	166683	0.0	718
LC738870.1	LC738873.1	93.902	328	20	0	118151	119134	113523	114506	0.0	717
LC738870.1	LC738873.1	94.516	310	17	0	143349	144278	137759	138688	0.0	716
LC738870.1	LC738873.1	97.667	300	7	0	239248	240147	238925	239824	0.0	715
LC738870.1	LC738873.1	96.486	313	11	0	5383	4445	6813	5875	0.0	715
LC738870.1	LC738873.1	92.903	310	22	0	125161	124232	119939	119010	0.0	708
LC738870.1	LC738873.1	93.438	320	21	0	58312	57353	58553	57594	0.0	708
LC738870.1	LC738873.1	94.752	343	18	0	279020	280048	276746	277774	0.0	699
LC738870.1	LC738873.1	94.463	307	17	0	141308	140388	135772	134852	0.0	695
LC738870.1	LC738873.1	92.683	328	24	0	224262	223279	224059	223076	0.0	694
LC738870.1	LC738873.1	93.399	303	20	0	232897	231989	232660	231752	0.0	691
LC738870.1	LC738873.1	84.637	358	55	0	23317	22244	24193	23120	0.0	691
LC738870.1	LC738873.1	93.709	302	19	0	50689	49784	51104	50199	0.0	689
LC738870.1	LC738873.1	91.808	354	29	0	158444	159505	156592	157653	0.0	685
LC738870.1	LC738873.1	83.056	360	61	0	36909	35830	39742	38663	0.0	683
LC738870.1	LC738873.1	91.772	316	26	0	7391	6444	8887	7940	0.0	682
LC738870.1	LC738873.1	91.743	327	27	0	58464	57484	58705	57725	0.0	681
LC738870.1	LC738873.1	70.120	415	124	0	21843	20599	22713	21469	0.0	681
LC738870.1	LC738873.1	90.584	308	29	0	272961	272038	270766	269843	0.0	680
LC738870.1	LC738873.1	93.272	327	22	0	35860	36840	38693	39673	0.0	679
LC738870.1	LC738873.1	96.117	309	12	0	168542	167616	166493	165567	0.0	676
LC738870.1	LC738873.1	96.000	300	12	0	174003	173104	171956	171057	0.0	676
LC738870.1	LC738873.1	95.770	331	14	0	129798	130790	124465	125457	0.0	676
LC738870.1	LC738873.1	93.312	314	21	0	239253	240194	238930	239871	0.0	674
LC738870.1	LC738873.1	85.515	359	52	0	17020	18096	17959	19035	0.0	672
LC738870.1	LC738873.1	91.916	334	27	0	65449	66450	65636	66637	0.0	672
LC738870.1	LC738873.1	93.860	342	21	0	231211	230186	230993	229968	0.0	671
LC738870.1	LC738873.1	93.610	313	20	0	52116	51178	52507	51569	0.0	668
LC738870.1	LC738873.1	97.333	300	8	0	56530	57429	56771	57670	0.0	665
LC738870.1	LC738873.1	95.066	304	15	0	235624	236535	235331	236242	0.0	662
LC738870.1	LC738873.1	97.727	308	7	0	92720	91797	88867	87944	0.0	661
LC738870.1	LC738873.1	92.079	303	24	0	178302	177394	177188	176280	0.0	660
LC738870.1	LC738873.1	98.606	287	4	0	153993	153133	152236	151376	0.0	660
LC738870.1	LC738873.1	92.381	315	24	0	129796	130740	124463	125407	0.0	659
LC738870.1	LC738873.1	81.586	353	65	0	2024	3082	3369	4427	0.0	658
LC738870.1	LC738873.1	91.589	321	27	0	203840	202878	202956	201994	0.0	658
LC738870.1	LC738873.1	94.576	295	16	0	189647	188763	188738	187854	0.0	658
LC738870.1	LC738873.1	92.470	332	25	0	129797	130792	124464	125459	0.0	656
LC738870.1	LC738873.1	92.256	297	23	0	232919	232029	232682	231792	0.0	653
LC738870.1	LC738873.1	85.185	351	52	0	27844	26792	28733	27681	0.0	653
LC738870.1	LC738873.1	93.080	289	20	0	188769	189635	187860	188726	0.0	652
LC738870.1	LC738873.1	94.156	308	18	0	37509	38432	40342	41265	0.0	649
LC738870.1	LC738873.1	93.333	300	20	0	125162	124263	119940	119041	0.0	647
LC738870.1	LC738873.1	93.515	293	19	0	258297	257419	257472	256594	0.0	645
LC738870.1	LC738873.1	94.810	289	15	0	156622	155756	154790	153924	0.0	645
LC738870.1	LC738873.1	97.015	335	10	0	148771	147767	143142	142138	0.0	644
LC738870.1	LC738873.1	97.834	277	6	0	106303	107133	102372	103202	0.0	642
LC738870.1	LC738873.1	94.136	324	19	0	148820	149791	143197	144168	0.0	641
LC738870.1	LC738873.1	91.246	297	26	0	6655	7545	8151	9041	0.0	641
LC738870.1	LC738873.1	91.475	305	26	0	34241	35155	37056	37970	0.0	639
LC738870.1	LC738873.1	92.177	294	23	0	252109	251228	251472	250591	0.0	639
LC738870.1	LC738873.1	98.947	285	3	0	131522	132376	126130	126984	0.0	637
LC738870.1	LC738873.1	92.258	310	24	0	39423	38494	42244	41315	0.0	637
LC738870.1	LC738873.1	87.077	325	42	0	27845	26871	28734	27760	0.0	636
LC738870.1	LC738873.1	89.803	304	31	0	248470	249381	247881	248792	0.0	635
LC738870.1	LC738873.1	97.270	293	8	0	243641	242763	243252	242374	0.0	634
LC738870.1	LC738873.1	94.265	279	16	0	107139	106303	103208	102372	0.0	633
LC738870.1	LC738873.1	97.578	289	7	0	156633	155767	154801	153935	0.0	633
LC738870.1	LC738873.1	89.667	300	31	0	249380	248481	248791	247892	0.0	632
LC738870.1	LC738873.1	92.532	308	23	0	248460	249383	247871	248794	0.0	632
LC738870.1	LC738873.1	96.454	282	10	0	153130	153975	151373	152218	0.0	632
LC738870.1	LC738873.1	98.311	296	5	0	149719	148832	144096	143209	0.0	632
LC738870.1	LC738873.1	94.276	297	17	0	173099	173989	171052	171942	0.0	631
LC738870.1	LC738873.1	96.014	276	11	0	260935	260108	260098	259271	0.0	630
LC738870.1	LC738873.1	95.307	277	13	0	155770	156600	153938	154768	0.0	630
LC738870.1	LC738873.1	98.270	289	5	0	148857	149723	143234	144100	0.0	630
LC738870.1	LC738873.1	94.410	322	18	0	128407	127442	123092	122127	0.0	629
LC738870.1	LC738873.1	91.391	302	26	0	248471	249376	247882	248787	0.0	629
LC738870.1	LC738873.1	93.857	293	18	0	233321	234199	233078	233956	0.0	628
LC738870.1	LC738873.1	85.174	317	47	0	17971	17021	18910	17960	0.0	626
LC738870.1	LC738873.1	97.222	288	8	0	230124	229261	229936	229073	0.0	626
LC738870.1	LC738873.1	73.560	382	101	0	20698	21843	21568	22713	0.0	625
LC738870.1	LC738873.1	95.865	266	11	0	229260	228463	229073	228276	0.0	624
LC738870.1	LC738873.1	91.640	311	26	0	144290	143358	138700	137768	0.0	624
LC738870.1	LC738873.1	78.531	354	76	0	20100	19039	20922	19861	0.0	621
LC738870.1	LC738873.1	91.259	286	25	0	158428	159285	156576	157433	0.0	620
LC738870.1	LC738873.1	91.060	302	27	0	26871	27776	27760	28665	0.0	620
LC738870.1	LC738873.1	91.830	306	25	0	34173	35090	36988	37905	0.0	619
LC738870.1	LC738873.1	91.696	289	24	0	258284	257418	257459	256593	0.0	618
LC738870.1	LC738873.1	95.578	294	13	0	86225	85344	81579	82460	0.0	618
LC738870.1	LC738873.1	94.649	299	16	0	154027	153131	152270	151374	0.0	618
